second,Q1 Count,Q2 Count,Q3 Count,Q4 Count
1344,38,31,19,22
1345,38,41,18,34
1346,44,30,14,31
1347,33,37,14,25
1348,38,36,12,29
1349,42,30,15,29
1350,39,33,17,29
1351,45,33,18,25
1352,42,45,20,31
1353,40,42,20,37
1354,39,41,21,32
1355,42,37,17,32
1356,39,38,15,34
1357,42,40,17,33
1358,45,34,18,31
1359,38,35,22,30
1360,33,40,18,21
1361,40,42,21,26
1362,35,35,21,26
1363,38,44,19,30
1364,40,50,20,29
1365,41,56,18,29
1366,43,56,13,26
1367,46,44,13,29
1368,41,55,14,30
1369,46,52,17,28
1370,39,53,17,23
1371,41,55,17,26
1372,48,51,16,27
1373,36,54,17,31
1374,34,54,19,30
1375,37,48,21,22
1376,35,47,24,21
1377,37,47,26,27
1378,42,44,18,27
1379,37,41,16,26
1380,33,48,17,26
1381,44,41,16,22
1382,33,48,26,17
1383,32,39,26,19
1384,37,37,29,22
1385,40,42,21,17
1386,29,48,20,23
1387,36,48,17,19
1388,32,38,22,25
1389,44,48,11,28
1390,34,53,14,25
1391,36,42,17,24
1392,38,51,24,27
1393,30,48,18,23
1394,34,41,19,24
1395,37,46,19,21
1396,39,62,21,21
1397,32,54,17,17
1398,36,58,16,21
1399,36,51,15,20
1400,42,62,13,20
1401,37,48,18,23
1402,36,49,19,16
1403,40,41,23,23
1404,50,51,26,24
1405,32,64,19,26
1406,35,55,16,23
1407,33,65,13,23
1408,25,50,17,21
1409,26,60,18,22
1410,38,54,16,22
1411,29,54,17,22
1412,37,62,17,21
1413,43,50,15,26
1414,28,60,20,36
1415,31,56,15,28
1416,25,54,18,29
1417,31,65,18,30
1418,34,56,25,32
1419,31,53,23,30
1420,32,58,32,30
1421,34,46,36,28
1422,35,46,36,25
1423,33,56,41,29
1424,26,54,38,29
1425,24,45,32,27
1426,29,55,41,25
1427,28,45,38,26
1428,33,54,41,23
1429,28,51,38,28
1430,28,54,38,33
1431,23,65,35,27
1432,22,60,27,33
1433,36,60,29,35
1434,30,58,26,31
1435,34,59,24,31
1436,30,54,25,27
1437,29,57,23,33
1438,31,58,22,26
1439,39,55,26,26
1440,30,59,21,26
1441,41,58,22,21
1442,44,56,25,22
1443,49,61,29,20
1444,45,60,24,20
1445,36,59,26,20
1446,46,52,29,25
1447,44,53,24,19
1448,46,53,30,17
1449,54,58,25,16
1450,42,48,25,13
1451,47,54,23,15
1452,40,49,26,14
1453,60,38,30,18
1454,48,44,32,17
1455,29,38,31,22
1456,33,40,30,25
1457,35,41,29,27
1458,42,42,25,24
1459,38,52,21,24
1460,42,51,18,29
1461,45,56,17,31
1462,33,69,14,33
1463,42,68,15,31
1464,40,57,16,34
1465,43,52,12,38
1466,35,58,15,37
1467,42,46,21,31
1468,34,52,21,34
1469,34,59,26,33
1470,37,48,28,25
1471,28,57,32,24
1472,38,50,30,27
1473,38,47,28,25
1474,45,60,17,25
1475,40,64,23,25
1476,43,60,20,28
1477,42,49,25,29
1478,48,56,20,31
1479,48,42,22,28
1480,48,57,26,30
1481,41,56,23,30
1482,39,64,22,30
1483,45,49,16,35
1484,33,52,19,31
1485,44,57,16,34
1486,46,55,18,32
1487,45,60,10,35
1488,39,56,10,37
1489,43,54,10,34
1490,44,43,11,25
1491,47,55,13,25
1492,44,42,11,29
1493,45,52,13,26
1494,45,48,9,28
1495,53,47,14,28
1496,31,41,11,29
1497,36,38,11,31
1498,45,42,14,27
1499,40,47,14,26
1500,49,38,12,26
1501,34,41,15,24
1502,35,39,18,28
1503,40,38,17,27
1504,48,35,19,26
1505,43,38,17,26
1506,42,44,17,27
1507,38,41,14,26
1508,45,38,15,28
1509,38,48,18,25
1510,47,51,19,22
1511,32,38,20,23
1512,47,50,23,23
1513,43,53,16,32
1514,39,49,18,32
1515,36,47,21,24
1516,37,54,22,28
1517,39,47,19,29
1518,49,49,28,23
1519,41,55,23,26
1520,31,53,30,25
1521,37,50,35,20
1522,50,61,25,27
1523,38,48,23,26
1524,46,55,23,28
1525,35,45,20,31
1526,40,53,22,27
1527,44,50,21,28
1528,38,55,15,27
1529,37,49,18,28
1530,39,53,19,29
1531,40,50,20,30
1532,30,49,17,30
1533,36,48,20,30
1534,25,56,18,29
1535,32,41,24,32
1536,27,50,21,21
1537,39,59,18,27
1538,40,44,19,31
1539,40,42,20,31
1540,33,50,27,33
1541,32,47,21,27
1542,37,43,15,37
1543,41,51,15,31
1544,39,55,17,29
1545,40,52,17,27
1546,43,56,18,32
1547,42,51,19,34
1548,51,48,20,28
1549,46,53,18,32
1550,32,56,20,29
1551,34,55,21,27
1552,37,53,19,28
1553,45,55,23,27
1554,46,49,24,24
1555,54,58,26,23
1556,43,59,22,23
1557,30,55,23,23
1558,42,56,26,30
1559,27,57,26,25
1560,41,54,23,29
1561,41,57,18,28
1562,41,60,25,24
1563,50,62,18,30
1564,48,60,20,31
1565,36,65,17,30
1566,38,66,17,28
1567,37,65,17,26
1568,42,75,17,21
1569,35,64,25,18
1570,35,64,25,23
1571,33,66,26,25
1572,36,57,25,24
1573,35,68,20,20
1574,32,69,22,22
1575,26,74,22,21
1576,23,65,24,21
1577,31,51,22,23
1578,30,63,20,29
1579,41,72,19,29
1580,23,60,27,25
1581,31,70,21,31
1582,34,63,18,27
1583,32,66,16,30
1584,40,65,17,28
1585,39,70,18,28
1586,31,59,18,28
1587,32,60,20,21
1588,39,60,21,27
1589,38,61,23,23
1590,43,72,25,24
1591,34,52,27,26
1592,34,62,26,25
1593,36,67,17,23
1594,38,58,18,25
1595,38,54,11,37
1596,34,61,10,34
1597,34,62,12,28
1598,29,49,11,23
1599,27,57,21,19
1600,29,52,23,17
1601,40,45,20,19
1602,35,41,25,15
1603,42,43,25,16
1604,48,42,20,17
1605,42,44,24,17
1606,36,43,25,14
1607,32,49,21,17
1608,35,47,20,17
1609,41,46,23,15
1610,30,45,24,15
1611,39,51,25,20
1612,40,56,27,21
1613,36,47,23,23
1614,45,59,24,17
1615,48,57,26,18
1616,37,58,22,18
1617,33,62,22,16
1618,36,51,26,13
1619,41,61,33,18
1620,36,59,29,20
1621,37,58,26,21
1622,38,56,26,19
1623,38,55,27,24
1624,44,52,38,18
1625,39,51,35,23
1626,41,46,34,21
1627,36,49,28,23
1628,42,50,23,23
1629,42,51,26,25
1630,41,56,29,22
1631,47,50,34,27
1632,44,52,32,24
1633,29,52,26,24
1634,37,53,28,21
1635,41,48,34,17
1636,33,47,30,18
1637,42,45,29,17
1638,48,58,33,24
1639,40,45,32,24
1640,51,43,23,28
1641,40,52,31,29
1642,47,49,27,30
1643,36,49,27,29
1644,39,36,29,31
1645,27,40,28,34
1646,33,40,29,33
1647,33,45,24,32
1648,44,49,23,26
1649,36,53,21,31
1650,43,49,16,38
1651,43,61,12,33
1652,37,60,12,34
1653,49,39,18,29
1654,45,46,17,36
1655,45,43,20,28
1656,41,52,19,31
1657,40,46,14,30
1658,50,38,20,30
1659,51,41,17,28
1660,48,41,13,25
1661,43,41,18,28
1662,47,49,17,29
1663,40,43,16,30
1664,39,43,17,27
1665,45,41,12,19
1666,53,51,13,21
1667,41,50,12,21
1668,36,53,11,19
1669,47,61,12,18
1670,50,61,14,26
1671,51,51,16,23
1672,45,50,15,24
1673,43,52,14,22
1674,45,54,21,18
1675,50,59,18,16
1676,39,53,13,17
1677,47,55,15,13
1678,49,55,11,10
1679,46,45,16,11
1680,44,47,13,10
1681,40,56,10,12
1682,47,50,11,15
1683,33,58,15,8
1684,36,57,18,14
1685,38,45,17,13
1686,31,53,20,12
1687,33,48,24,12
1688,42,50,16,13
1689,49,48,13,11
1690,39,49,15,14
1691,43,46,17,13
1692,47,51,17,11
1693,43,48,17,11
1694,43,38,18,12
1695,48,51,18,15
1696,47,53,19,18
1697,34,44,16,14
1698,49,48,19,21
1699,41,45,20,20
1700,47,48,19,18
1701,42,37,15,21
1702,42,51,16,19
1703,46,54,16,20
1704,50,51,17,20
1705,48,50,19,27
1706,39,55,14,27
1707,41,46,14,31
1708,44,52,11,23
1709,47,36,20,31
1710,44,44,18,23
1711,38,37,16,21
1712,45,46,15,23
1713,40,44,18,20
1714,45,34,16,28
1715,38,46,16,28
1716,47,38,18,26
1717,43,45,17,23
1718,52,41,18,23
1719,42,38,20,16
1720,31,46,22,12
1721,44,39,18,17
1722,50,39,18,21
1723,41,38,20,26
1724,44,33,16,19
1725,35,44,15,25
1726,41,38,9,24
1727,44,40,16,24
1728,40,39,16,20
1729,41,42,16,22
1730,41,38,15,25
1731,45,39,15,18
1732,40,34,12,28
1733,50,36,10,23
1734,41,41,11,27
1735,35,40,13,28
1736,40,37,16,25
1737,51,34,9,27
1738,33,37,9,28
1739,36,50,9,23
1740,41,48,11,19
1741,45,52,8,19
1742,37,48,9,24
1743,43,51,10,27
1744,44,43,11,26
1745,44,48,10,31
1746,46,46,12,32
1747,47,49,13,34
1748,46,39,13,31
1749,44,49,20,31
1750,39,52,17,29
1751,43,38,16,27
1752,42,40,20,23
1753,35,40,19,21
1754,42,45,23,23
1755,36,37,22,23
1756,40,40,23,23
1757,39,43,21,27
1758,36,50,24,26
1759,43,44,16,24
1760,40,40,19,24
1761,37,42,19,20
1762,41,45,17,15
1763,43,39,20,19
1764,44,39,26,17
1765,48,44,24,16
1766,41,43,25,19
1767,42,38,25,20
1768,36,44,20,20
1769,39,54,25,23
1770,34,45,21,25
1771,34,50,23,20
1772,37,49,19,28
1773,32,49,24,27
1774,24,49,22,29
1775,31,39,21,33
1776,28,46,25,25
1777,30,42,24,28
1778,37,47,25,34
1779,32,50,21,29
1780,40,50,26,30
1781,36,49,19,23
1782,45,48,18,23
1783,41,59,20,21
1784,44,49,16,20
1785,39,53,12,27
1786,34,54,11,31
1787,40,49,15,27
1788,35,44,13,26
1789,35,51,11,32
1790,31,46,17,31
1791,49,45,25,31
1792,47,40,19,33
1793,36,50,16,34
1794,36,46,14,34
1795,32,41,11,36
1796,34,51,12,34
1797,45,49,16,28
1798,35,38,17,36
1799,35,45,14,39
1800,42,46,15,40
1801,42,42,18,36
1802,41,42,16,30
1803,38,39,20,30
1804,39,47,17,32
1805,43,43,16,25
1806,42,41,17,25
1807,53,49,21,21
1808,40,45,21,18
1809,44,40,17,20
1810,35,46,21,17
1811,33,38,17,25
1812,29,46,16,19
1813,37,56,14,26
1814,48,49,17,19
1815,47,43,18,19
1816,44,46,20,15
1817,41,52,22,17
1818,46,47,20,17
1819,41,44,20,20
1820,42,46,22,19
1821,48,46,20,17
1822,48,53,17,19
1823,41,49,21,18
1824,47,51,20,20
1825,39,47,28,22
1826,35,41,25,25
1827,37,48,29,25
1828,33,39,21,31
1829,34,35,23,28
1830,34,45,26,32
1831,36,48,24,23
1832,42,61,23,25
1833,40,56,22,33
1834,44,53,23,23
1835,44,54,18,24
1836,51,42,23,23
1837,38,58,21,23
1838,41,48,21,17
1839,44,37,21,18
1840,35,50,20,18
1841,31,39,22,26
1842,35,35,20,31
1843,32,51,18,30
1844,36,43,20,33
1845,36,38,23,35
1846,45,40,18,42
1847,38,39,17,32
1848,43,41,16,40
1849,32,44,19,35
1850,42,39,18,34
1851,37,43,17,33
1852,36,26,22,30
1853,41,29,19,34
1854,37,32,21,33
1855,39,37,19,33
1856,40,41,19,33
1857,40,33,15,33
1858,41,51,18,30
1859,41,43,19,21
1860,39,44,17,21
1861,53,37,17,20
1862,52,40,15,20
1863,44,38,14,24
1864,48,46,13,21
1865,46,41,18,20
1866,53,48,18,29
1867,43,45,16,30
1868,36,48,13,33
1869,43,50,13,33
1870,45,45,15,35
1871,49,40,17,30
1872,51,36,17,29
1873,50,34,15,27
1874,43,40,21,24
1875,47,36,24,24
1876,44,28,19,28
1877,55,37,21,26
1878,58,26,22,32
1879,52,39,22,31
1880,49,37,22,30
1881,47,27,28,34
1882,58,33,25,31
1883,41,32,19,29
1884,49,34,26,31
1885,46,38,24,28
1886,51,28,31,36
1887,49,38,29,31
1888,48,42,28,27
1889,43,41,24,31
1890,50,38,23,27
1891,44,44,27,28
1892,44,47,28,29
1893,47,50,19,26
1894,48,56,20,26
1895,41,62,18,29
1896,44,70,24,23
1897,40,61,18,21
1898,44,71,14,23
1899,40,59,15,23
1900,40,59,13,25
1901,36,61,21,28
1902,45,69,20,24
1903,50,52,22,19
1904,42,57,25,25
1905,40,54,20,20
1906,49,66,15,19
1907,29,55,21,25
1908,42,62,24,25
1909,37,61,22,24
1910,36,63,21,24
1911,44,61,17,24
1912,47,67,17,22
1913,37,57,15,24
1914,42,54,17,18
1915,52,52,20,17
1916,40,53,16,16
1917,41,45,20,22
1918,49,55,20,23
1919,48,56,16,20
1920,56,66,17,18
1921,61,57,18,21
1922,48,59,20,19
1923,56,62,20,19
1924,46,72,15,20
1925,38,61,8,23
1926,38,60,12,32
1927,41,61,15,25
1928,37,56,14,23
1929,46,50,16,25
1930,48,54,18,21
1931,43,57,18,23
1932,42,61,19,20
1933,44,58,17,20
1934,45,54,16,18
1935,44,52,19,20
1936,30,66,17,28
1937,42,62,15,31
1938,39,61,21,30
1939,34,59,25,33
1940,36,50,18,30
1941,37,51,18,34
1942,53,48,19,25
1943,43,55,19,30
1944,42,52,16,33
1945,43,46,23,31
1946,48,61,20,34
1947,37,54,16,29
1948,43,48,14,26
1949,47,45,13,25
1950,41,54,18,22
1951,46,50,14,20
1952,42,41,14,18
1953,35,48,11,19
1954,35,48,13,20
1955,45,51,16,18
1956,35,59,14,21
1957,35,50,15,22
1958,41,56,15,20
1959,37,53,17,17
1960,36,53,17,18
1961,35,56,17,23
1962,27,44,16,23
1963,42,47,17,27
1964,50,51,16,25
1965,50,45,17,23
1966,52,50,15,21
1967,46,46,19,14
1968,41,51,16,14
1969,32,50,15,18
1970,35,48,14,17
1971,45,53,10,23
1972,32,48,17,20
1973,39,51,11,22
1974,38,53,11,18
1975,44,49,10,19
1976,39,66,7,21
1977,39,52,8,27
1978,42,55,12,24
1979,41,52,16,25
1980,52,58,14,27
1981,55,52,11,19
1982,45,53,13,25
1983,47,57,13,20
1984,51,53,12,22
1985,48,59,14,21
1986,46,61,12,23
1987,40,60,13,28
1988,44,52,21,23
1989,33,56,15,25
1990,52,55,16,31
1991,45,56,16,30
1992,44,49,14,26
1993,41,51,16,23
1994,44,52,17,27
1995,39,44,19,27
1996,30,47,17,26
1997,38,54,18,27
1998,36,53,16,32
1999,48,57,15,22
2000,42,55,15,16
2001,42,53,12,17
2002,45,54,18,19
2003,38,63,17,17
2004,46,49,16,16
2005,44,44,15,17
2006,49,55,14,19
2007,51,52,20,13
2008,40,52,18,13
2009,54,62,15,18
2010,43,46,13,19
2011,48,55,13,22
2012,43,55,11,24
2013,43,47,14,19
2014,45,45,16,15
2015,47,44,15,17
2016,42,44,19,15
2017,45,47,16,19
2018,48,45,13,21
2019,47,40,16,20
2020,44,40,16,21
2021,49,49,14,18
2022,43,42,15,21
2023,46,43,17,19
2024,46,40,18,17
2025,37,44,17,24
2026,46,41,20,22
2027,42,42,20,21
2028,42,48,21,25
2029,38,47,20,22
2030,39,53,13,26
2031,32,53,16,21
2032,42,62,17,21
2033,36,43,20,21
2034,35,51,18,26
2035,42,55,20,24
2036,37,49,23,25
2037,43,50,19,21
2038,46,47,21,25
2039,37,50,20,28
2040,42,48,16,25
2041,39,36,18,22
2042,39,43,17,21
2043,47,40,18,20
2044,39,42,12,19
2045,39,44,10,25
2046,38,46,11,22
2047,36,45,13,21
2048,32,59,12,18
2049,32,48,15,18
2050,36,54,14,20
2051,41,49,14,15
2052,37,57,14,18
2053,34,49,17,19
2054,25,47,17,15
2055,32,55,13,21
2056,29,56,13,19
2057,28,48,10,20
2058,34,51,10,21
2059,30,52,12,21
2060,35,50,18,18
2061,34,52,17,16
2062,43,49,13,12
2063,37,56,21,13
2064,39,53,16,20
2065,27,55,14,18
2066,36,49,12,21
2067,38,52,16,18
2068,35,50,13,20
2069,32,48,10,18
2070,35,50,11,21
2071,40,43,13,21
2072,34,41,12,21
2073,27,42,15,24
2074,26,41,16,21
2075,29,36,14,23
2076,38,37,14,21
2077,34,42,15,22
2078,41,38,12,20
2079,44,41,6,22
2080,37,40,6,27
2081,32,36,8,21
2082,40,46,7,30
2083,41,46,8,32
2084,41,39,4,32
2085,45,46,6,28
2086,40,38,7,29
2087,39,48,9,30
2088,44,43,8,28
2089,32,48,10,33
2090,36,44,9,35
2091,33,46,10,30
2092,40,53,16,29
2093,41,49,15,20
2094,45,52,19,18
2095,46,55,22,19
2096,36,49,20,20
2097,39,48,22,17
2098,36,47,21,14
2099,42,62,21,12
2100,42,60,16,16
2101,49,58,19,19
2102,44,61,18,22
2103,38,60,11,27
2104,31,54,10,22
2105,40,58,9,16
2106,32,69,11,19
2107,27,70,10,14
2108,31,53,10,15
2109,32,54,12,12
2110,37,55,14,13
2111,29,56,12,13
2112,38,55,17,16
2113,36,57,17,10
2114,34,49,21,15
2115,33,55,19,20
2116,32,56,18,18
2117,33,64,18,19
2118,34,60,13,21
2119,35,58,18,25
2120,35,55,19,31
2121,42,51,12,28
2122,44,62,15,29
2123,43,59,15,30
2124,39,51,19,31
2125,41,49,23,34
2126,26,53,24,35
2127,32,57,27,33
2128,38,66,25,29
2129,41,52,21,26
2130,33,49,18,29
2131,44,57,17,31
2132,42,51,17,32
2133,51,51,15,35
2134,45,55,19,33
2135,51,52,19,29
2136,48,46,18,32
2137,50,47,20,27
2138,44,49,21,28
2139,46,46,20,30
2140,44,54,23,28
2141,50,60,16,24
2142,50,56,16,29
2143,40,61,16,23
2144,37,60,10,21
2145,46,51,13,21
2146,33,47,11,25
2147,41,51,16,24
2148,49,55,15,24
2149,57,57,19,22
2150,53,55,18,20
2151,36,58,13,28
2152,32,59,15,30
2153,35,62,11,31
2154,35,62,11,29
2155,39,59,14,25
2156,44,56,14,26
2157,41,65,10,34
2158,35,66,13,35
2159,40,75,12,28
2160,43,60,17,35
2161,31,68,19,35
2162,33,71,13,35
2163,38,56,22,35
2164,35,56,21,36
2165,37,53,23,33
2166,33,64,23,32
2167,30,58,22,37
2168,33,56,21,33
2169,33,48,18,33
2170,30,49,15,32
2171,45,62,17,39
2172,54,50,19,36
2173,40,58,18,35
2174,44,57,24,40
2175,43,60,23,43
2176,47,56,24,44
2177,45,57,20,45
2178,39,51,19,48
2179,42,54,25,40
2180,37,58,23,45
2181,46,65,25,39
2182,40,68,22,46
2183,39,59,24,44
2184,33,66,23,43
2185,43,67,27,35
2186,41,67,28,34
2187,30,62,28,37
2188,38,70,28,38
2189,33,73,26,31
2190,35,71,26,30
2191,42,70,25,34
2192,34,70,31,32
2193,32,65,23,29
2194,38,72,28,23
2195,48,76,23,26
2196,39,72,20,26
2197,31,68,20,36
2198,43,62,22,33
2199,41,77,22,36
2200,38,68,18,30
2201,35,61,17,32
2202,36,61,19,31
2203,39,75,17,29
2204,36,65,18,27
2205,39,75,19,24
2206,35,65,18,30
2207,40,73,16,28
2208,37,70,20,24
2209,43,65,20,26
2210,47,69,21,26
2211,39,67,19,25
2212,43,76,15,33
2213,33,72,18,28
2214,35,74,24,22
2215,34,60,29,26
2216,38,67,30,27
2217,38,74,31,27
2218,37,70,28,28
2219,41,60,27,32
2220,28,63,29,33
2221,35,69,28,31
2222,35,63,33,32
2223,35,79,30,32
2224,34,69,37,32
2225,37,83,31,34
2226,32,72,33,35
2227,35,58,39,35
2228,34,63,36,42
2229,38,61,33,34
2230,36,57,33,38
2231,36,62,28,41
2232,36,72,30,41
2233,25,57,28,37
2234,29,56,32,42
2235,25,51,32,37
2236,38,62,25,39
2237,28,65,28,39
2238,36,59,25,36
2239,35,61,29,39
2240,39,65,25,37
2241,31,72,21,41
2242,38,54,25,44
2243,34,61,17,49
2244,30,62,23,36
2245,32,62,21,36
2246,44,50,26,38
2247,37,51,23,36
2248,39,55,24,36
2249,31,58,23,38
2250,50,63,26,37
2251,46,68,25,37
2252,55,60,25,44
2253,39,64,26,40
2254,34,68,33,47
2255,49,57,29,46
2256,39,77,32,47
2257,41,71,30,48
2258,39,67,32,42
2259,39,70,37,43
2260,51,73,40,44
2261,40,57,36,43
2262,44,56,32,48
2263,42,69,43,55
2264,42,73,30,42
2265,48,71,34,45
2266,39,72,29,44
2267,30,68,37,53
2268,42,81,36,48
2269,50,82,35,51
2270,48,76,33,49
2271,43,85,31,57
2272,42,68,35,53
2273,46,75,41,47
2274,44,79,41,47
2275,43,75,39,46
2276,44,70,39,44
2277,39,68,37,52
2278,43,81,44,52
2279,39,66,47,43
2280,34,70,49,48
2281,40,61,49,45
2282,45,60,50,48
2283,44,64,42,42
2284,47,76,41,51
2285,64,58,34,50
2286,51,72,38,53
2287,40,57,33,53
2288,53,53,35,52
2289,59,63,38,49
2290,56,51,40,44
2291,64,67,40,41
2292,62,73,44,53
2293,47,59,45,53
2294,55,66,47,62
2295,43,59,41,49
2296,45,66,34,51
2297,40,75,40,54
2298,48,67,33,46
2299,47,63,38,43
2300,49,65,42,50
2301,47,52,39,55
2302,57,58,44,57
2303,50,64,42,54
2304,48,58,39,53
2305,52,61,49,49
2306,60,50,49,51
2307,48,60,48,54
2308,53,49,47,54
2309,51,52,42,48
2310,47,53,42,49
2311,54,62,38,52
2312,43,71,39,55
2313,44,66,38,61
2314,50,70,38,61
2315,34,84,37,62
2316,51,64,34,52
2317,46,84,34,61
2318,55,76,41,63
2319,52,73,36,59
2320,52,70,42,53
2321,47,58,41,53
2322,63,62,34,56
2323,51,64,39,47
2324,54,60,39,61
2325,39,56,33,52
2326,39,64,34,51
2327,43,79,32,50
2328,41,64,32,45
2329,59,70,27,48
2330,52,76,27,47
2331,58,68,30,47
2332,61,65,30,56
2333,46,64,37,48
2334,60,66,32,42
2335,52,59,32,48
2336,52,74,31,46
2337,53,81,27,45
2338,60,63,31,40
2339,56,70,33,40
2340,50,83,33,43
2341,46,60,26,41
2342,42,71,30,48
2343,50,59,32,42
2344,55,58,32,37
2345,59,67,29,33
2346,57,59,30,33
2347,60,60,32,29
2348,53,52,29,38
2349,44,71,29,38
2350,49,75,35,48
2351,45,73,28,49
2352,43,65,31,55
2353,51,61,37,44
2354,46,66,36,43
2355,47,72,37,42
2356,40,65,35,44
2357,42,67,34,41
2358,52,67,35,51
2359,50,80,36,54
2360,46,75,34,47
2361,43,75,34,47
2362,39,68,37,47
2363,32,80,36,51
2364,40,79,33,46
2365,43,81,35,48
2366,51,81,42,45
2367,43,87,38,43
2368,34,75,36,46
2369,42,67,31,47
2370,56,78,38,49
2371,40,77,36,46
2372,49,68,43,43
2373,47,65,34,42
2374,38,79,30,48
2375,40,73,38,40
2376,30,65,32,43
2377,37,67,40,37
2378,42,80,37,43
2379,40,66,29,46
2380,42,59,37,41
2381,41,71,30,45
2382,45,74,41,42
2383,41,78,36,48
2384,47,74,36,49
2385,43,81,31,49
2386,39,76,37,56
2387,54,72,35,47
2388,49,72,40,47
2389,49,73,36,48
2390,53,61,35,52
2391,54,75,37,52
2392,52,69,37,50
2393,41,70,39,54
2394,48,65,32,56
2395,51,69,32,53
2396,50,85,34,56
2397,46,79,36,64
2398,48,70,33,63
2399,49,83,40,64
2400,53,60,44,68
2401,48,70,43,64
2402,56,61,45,58
2403,45,65,45,66
2404,46,68,42,55
2405,47,65,42,61
2406,47,94,31,56
2407,44,76,36,60
2408,49,86,34,67
2409,44,68,37,61
2410,38,84,43,60
2411,48,82,44,63
2412,56,86,47,60
2413,52,68,51,50
2414,51,74,48,52
2415,42,69,43,46
2416,52,70,41,54
2417,49,80,48,54
2418,54,71,42,54
2419,59,60,49,62
2420,57,81,38,55
2421,54,78,46,68
2422,47,72,42,60
2423,54,81,37,54
2424,56,85,47,54
2425,51,86,37,54
2426,52,81,40,55
2427,57,68,37,56
2428,59,77,35,60
2429,48,80,37,55
2430,48,75,34,66
2431,48,86,30,58
2432,50,76,29,70
2433,45,74,24,63
2434,47,80,24,65
2435,66,71,27,69
2436,52,85,34,65
2437,60,81,30,63
2438,60,70,31,70
2439,67,79,37,63
2440,58,80,43,60
2441,58,78,48,61
2442,63,64,44,60
2443,55,66,48,59
2444,63,84,45,56
2445,43,76,38,51
2446,49,71,41,51
2447,45,74,41,57
2448,51,79,44,53
2449,46,83,40,61
2450,54,84,43,58
2451,46,72,35,60
2452,54,82,36,55
2453,37,68,46,57
2454,54,69,46,55
2455,48,80,48,59
2456,52,69,45,56
2457,47,60,45,53
2458,52,75,47,44
2459,47,78,50,46
2460,51,81,47,47
2461,61,58,46,56
2462,52,63,51,52
2463,52,66,43,53
2464,56,75,46,58
2465,49,76,40,57
2466,51,66,45,50
2467,56,68,47,52
2468,52,76,43,54
2469,50,68,45,59
2470,59,83,44,63
2471,53,77,42,63
2472,53,77,39,62
2473,54,72,40,63
2474,46,93,37,62
2475,56,78,37,60
2476,60,72,33,52
2477,48,87,34,57
2478,52,83,32,57
2479,59,76,32,53
2480,59,80,29,66
2481,51,76,33,60
2482,56,76,26,51
2483,51,84,26,58
2484,55,78,33,47
2485,45,75,32,53
2486,70,79,28,52
2487,59,66,33,58
2488,44,71,39,52
2489,51,59,32,50
2490,69,78,33,51
2491,56,79,29,56
2492,59,71,28,55
2493,52,62,26,58
2494,59,77,28,51
2495,63,66,40,44
2496,53,72,34,40
2497,56,84,34,44
2498,62,66,33,47
2499,43,69,31,40
2500,48,60,33,34
2501,55,61,28,35
2502,54,66,27,35
2503,54,66,29,35
2504,47,79,24,37
2505,53,70,28,32
2506,48,81,23,32
2507,47,84,30,40
2508,51,70,27,36
2509,51,77,33,42
2510,56,63,25,38
2511,43,64,32,40
2512,42,69,36,38
2513,47,79,40,36
2514,55,75,35,42
2515,60,68,36,42
2516,59,74,37,43
2517,60,73,46,39
2518,53,74,40,46
2519,66,77,43,44
2520,57,78,38,37
2521,49,77,41,45
2522,63,70,40,51
2523,58,66,33,56
2524,51,74,38,53
2525,55,89,35,41
2526,56,78,46,41
2527,47,83,39,40
2528,60,67,38,47
2529,57,79,32,45
2530,56,84,34,54
2531,64,70,32,52
2532,52,73,36,46
2533,54,69,33,43
2534,39,72,34,41
2535,62,86,36,37
2536,55,80,34,41
2537,49,73,33,35
2538,48,69,39,30
2539,47,76,37,28
2540,60,63,33,34
2541,53,61,44,33
2542,58,61,39,37
2543,50,83,47,35
2544,49,68,37,39
2545,53,65,37,47
2546,46,74,35,44
2547,58,74,28,37
2548,52,70,34,47
2549,47,64,32,48
2550,53,76,35,50
2551,57,58,39,47
2552,51,66,28,47
2553,56,70,39,49
2554,38,80,40,45
2555,40,66,38,40
2556,55,54,38,39
2557,47,59,40,34
2558,49,67,37,36
2559,52,66,31,40
2560,35,63,31,43
2561,37,62,32,40
2562,28,67,33,40
2563,35,63,32,38
2564,58,67,34,41
2565,47,60,36,37
2566,48,59,35,41
2567,44,56,38,39
2568,46,57,30,47
2569,42,55,37,49
2570,58,51,27,43
2571,38,55,32,43
2572,44,45,30,57
2573,57,59,28,52
2574,47,62,25,46
2575,50,49,28,46
2576,52,50,25,51
2577,52,46,24,52
2578,43,41,21,66
2579,54,50,20,52
2580,47,56,15,62
2581,49,42,14,68
2582,48,41,18,71
2583,44,50,22,59
2584,55,46,19,63
2585,59,47,15,62
2586,44,44,22,61
2587,46,62,24,61
2588,44,51,24,67
2589,48,47,20,65
2590,59,47,19,56
2591,49,47,26,61
2592,50,50,24,64
2593,54,48,24,60
2594,44,51,26,54
2595,53,48,28,58
2596,68,46,32,56
2597,58,45,30,52
2598,58,46,37,43
2599,56,47,27,48
2600,61,46,33,43
2601,54,37,33,36
2602,42,48,32,42
2603,51,58,27,42
2604,52,63,27,41
2605,41,53,24,44
2606,48,63,28,44
2607,31,68,27,47
2608,55,58,20,50
2609,50,74,22,52
2610,42,58,33,46
2611,47,51,27,47
2612,55,56,27,45
2613,53,62,28,43
